,SPY,CVNA,XOM,AMZN,GLD
2020-06-16,293.7396240234375,118.02999877929688,39.42790222167969,130.7635040283203,162.25
2020-06-17,292.51947021484375,118.95999908447266,38.14364242553711,132.0489959716797,162.55999755859375
2020-06-18,292.6321105957031,122.9800033569336,38.380863189697266,132.69900512695312,162.24000549316406
2020-06-19,290.9596252441406,126.12000274658205,37.6119384765625,133.75050354003906,164.02999877929688
2020-06-20,,,,,
2020-06-21,,,,,
2020-06-22,292.826171875,127.38999938964844,37.97185897827149,135.6909942626953,165.08999633789062
2020-06-23,294.17431640625,127.61000061035156,38.200897216796875,138.2205047607422,166.47999572753906
2020-06-24,286.6702880859375,112.25,36.40128326416016,136.72000122070312,165.89999389648438
2020-06-25,289.7435302734375,117.16000366210938,36.94935989379883,137.72900390625,165.8000030517578
2020-06-26,282.8617858886719,117.41000366210938,35.68144607543945,134.64349365234375,166.5399932861328
2020-06-27,,,,,
2020-06-28,,,,,
2020-06-29,287.0191345214844,120.37000274658205,36.25404357910156,134.0189971923828,166.6300048828125
2020-06-30,290.6956787109375,120.1999969482422,36.58124542236328,137.9409942626953,167.3699951171875
2020-07-01,292.7319030761719,125.37999725341795,35.755062103271484,143.93499755859375,166.6199951171875
2020-07-02,294.3440246582031,128.52999877929688,36.05772399902344,144.51499938964844,166.97999572753906
2020-07-03,,,,,
2020-07-04,,,,,
2020-07-05,,,,,
2020-07-06,298.88787841796875,134.44000244140625,36.31129837036133,152.8520050048828,167.97999572753906
2020-07-07,295.80523681640625,133.11000061035156,35.37059783935547,150.00599670410156,169.0399932861328
2020-07-08,298.0677490234375,138.9199981689453,35.28879928588867,154.0554962158203,170.08999633789062
2020-07-09,296.37078857421875,138.63999938964844,33.83274459838867,159.13150024414062,169.6300048828125
2020-07-10,299.39703369140625,137.4600067138672,34.887977600097656,160.0,169.19000244140625
2020-07-11,,,,,
2020-07-12,,,,,
2020-07-13,296.8045349121094,126.5500030517578,34.896156311035156,155.1999969482422,169.39999389648438
2020-07-14,300.6508483886719,135.9499969482422,36.0495491027832,154.1999969482422,170.19000244140625
2020-07-15,303.41290283203125,136.49000549316406,36.50763320922851,150.44349670410156,170.33999633789062
2020-07-16,302.41363525390625,136.9499969482422,36.22132110595703,149.9949951171875,168.72999572753906
2020-07-17,303.2903747558594,141.10000610351562,35.59963607788086,148.09849548339844,170.1199951171875
2020-07-18,,,,,
2020-07-19,,,,,
2020-07-20,305.741455078125,144.83999633789062,34.7652702331543,159.8419952392578,170.94000244140625
2020-07-21,306.39190673828125,145.02999877929688,36.52399444580078,156.9145050048828,173.0
2020-07-22,308.13592529296875,149.19000244140625,35.67325973510742,154.99549865722656,175.6300048828125
2020-07-23,304.4593505859375,147.9499969482422,35.746883392333984,149.32749938964844,177.17999267578125
2020-07-24,302.49847412109375,148.36000061035156,35.52601623535156,150.44549560546875,178.6999969482422
2020-07-25,,,,,
2020-07-26,,,,,
2020-07-27,304.7044982910156,150.8300018310547,36.0495491027832,152.760498046875,182.22999572753903
2020-07-28,302.7718505859375,151.3800048828125,35.62418746948242,150.01649475097656,183.75
2020-07-29,306.4955749511719,155.4600067138672,36.01682662963867,151.67649841308594,185.1300048828125
